,keys,values,0,1,2,3
608,12:10:0:8,-0.4,12,10,0,8
609,13:14:0:0,-0.5126107,13,14,0,0
610,13:14:0:1,-0.3696077,13,14,0,1
611,13:14:0:2,-0.4329555,13,14,0,2
612,13:14:0:3,-0.7743897,13,14,0,3
613,13:14:0:4,-0.5993712,13,14,0,4
614,13:14:0:5,-0.3020963,13,14,0,5
615,13:14:0:6,-0.2276824,13,14,0,6
616,13:14:0:7,-0.3364061,13,14,0,7
617,13:14:0:8,-0.7398819,13,14,0,8
618,13:14:0:9,0.2763441,13,14,0,9
619,16:12:0:11,11.63652,16,12,0,11
620,16:12:0:10,11.60916,16,12,0,10
621,16:12:0:13,11.46014,16,12,0,13
622,16:12:0:12,11.45833,16,12,0,12
623,16:12:0:15,11.63823,16,12,0,15
624,16:12:0:14,11.2495,16,12,0,14
625,16:12:0:17,11.3005,16,12,0,17
626,16:12:0:16,10.80664,16,12,0,16
627,16:12:0:18,11.23078,16,12,0,18
628,6:11:0:18,4.412576,6,11,0,18
629,6:11:0:19,3.845098,6,11,0,19
630,6:11:0:10,3.621462,6,11,0,10
631,6:11:0:11,3.987847,6,11,0,11
632,6:11:0:12,4.349059,6,11,0,12
633,6:11:0:13,4.70544,6,11,0,13
634,6:11:0:14,4.495645,6,11,0,14
635,6:11:0:15,4.66157,6,11,0,15
636,6:11:0:16,5.011136,6,11,0,16
637,6:11:0:17,4.802364,6,11,0,17
638,14:16:0:13,-0.06182937,14,16,0,13
639,14:16:0:12,0.0007826563,14,16,0,12
640,14:16:0:11,0.001565337,14,16,0,11
641,14:16:0:10,0.06343637,14,16,0,10
642,14:16:0:17,-0.222224,14,16,0,17
643,14:16:0:16,-0.2014728,14,16,0,16
644,14:16:0:15,0.428986,14,16,0,15
645,14:16:0:14,-0.1425305,14,16,0,14
646,14:16:0:18,-0.1701761,14,16,0,18
647,19:16:0:8,1.993162,19,16,0,8
648,19:16:0:9,1.497318,19,16,0,9
649,19:16:0:0,1.475138,19,16,0,0
650,19:16:0:1,1.595252,19,16,0,1
651,19:16:0:2,1.321007,19,16,0,2
652,19:16:0:3,0.8912279,19,16,0,3
653,19:16:0:4,0.5268676,19,16,0,4
654,19:16:0:5,0.5892937,19,16,0,5
655,19:16:0:6,0.5910258,19,16,0,6
656,19:16:0:7,1.752352,19,16,0,7
657,28:6:0:10,723.0,28,6,0,10
658,28:6:0:11,749.0,28,6,0,11
659,28:6:0:12,772.0,28,6,0,12
660,25:16:0:1,0.1592738,25,16,0,1
661,12:4:0:7,3964.0,12,4,0,7
662,12:4:0:6,3900.0,12,4,0,6
663,12:4:0:5,3833.0,12,4,0,5
664,12:4:0:4,3778.0,12,4,0,4
665,12:4:0:3,3732.0,12,4,0,3
666,12:4:0:2,3693.0,12,4,0,2
667,12:4:0:1,3655.0,12,4,0,1
668,12:4:0:0,3620.0,12,4,0,0
669,6:7:0:0,49.0,6,7,0,0
670,6:7:0:1,49.0,6,7,0,1
671,6:7:0:2,49.0,6,7,0,2
672,6:7:0:3,49.0,6,7,0,3
673,6:7:0:4,49.0,6,7,0,4
674,6:7:0:5,49.0,6,7,0,5
675,12:4:0:9,4112.0,12,4,0,9
676,12:4:0:8,4029.0,12,4,0,8
677,12:11:0:13,14.03274,12,11,0,13
678,8:6:0:18,682.087,8,6,0,18
679,1:2:0:18,4133.008,1,2,0,18
680,8:6:0:13,683.0,8,6,0,13
681,8:6:0:12,685.0,8,6,0,12
682,8:6:0:11,673.0,8,6,0,11
683,8:6:0:10,686.0,8,6,0,10
684,8:6:0:17,673.305,8,6,0,17
685,8:6:0:16,662.685,8,6,0,16
686,8:6:0:15,678.0,8,6,0,15
687,8:6:0:14,665.0,8,6,0,14
688,23:1:0:14,2765.464,23,1,0,14
689,23:1:0:15,2767.068,23,1,0,15
690,23:1:0:16,2769.921,23,1,0,16
691,23:1:0:17,2773.713,23,1,0,17
692,23:1:0:10,2763.367,23,1,0,10
693,23:1:0:11,2762.799,23,1,0,11
694,23:1:0:12,2762.45,23,1,0,12
695,23:1:0:13,2763.22,23,1,0,13
696,23:1:0:18,2776.889,23,1,0,18
697,12:6:0:5,55.1,12,6,0,5
698,12:6:0:4,54.0,12,6,0,4
699,12:6:0:7,60.8,12,6,0,7
700,12:6:0:6,58.1,12,6,0,6
701,12:6:0:1,50.7,12,6,0,1
702,12:6:0:0,48.8,12,6,0,0
703,12:6:0:3,53.7,12,6,0,3
704,12:6:0:2,52.7,12,6,0,2
705,6:5:0:2,15.0,6,5,0,2
706,6:5:0:3,13.0,6,5,0,3
707,6:5:0:0,18.0,6,5,0,0
708,6:5:0:1,15.0,6,5,0,1
709,12:6:0:9,61.4,12,6,0,9
710,12:6:0:8,62.0,12,6,0,8
711,6:5:0:4,11.0,6,5,0,4
712,6:5:0:5,10.0,6,5,0,5
713,26:12:0:17,10.27453,26,12,0,17
714,31:8:0:6,-5.884,31,8,0,6
715,31:8:0:7,-5.354,31,8,0,7
716,31:8:0:4,-6.022,31,8,0,4
717,31:8:0:5,-5.336,31,8,0,5
718,31:8:0:2,-5.995,31,8,0,2
719,31:8:0:3,-7.278,31,8,0,3
720,31:8:0:0,-7.319,31,8,0,0
721,31:8:0:1,-5.778,31,8,0,1
722,31:8:0:8,-5.116,31,8,0,8
723,31:8:0:9,-3.693,31,8,0,9
724,12:11:0:6,17.32833,12,11,0,6
725,12:11:0:7,16.2767,12,11,0,7
726,12:11:0:4,12.25033,12,11,0,4
727,12:11:0:5,14.45277,12,11,0,5
728,12:11:0:2,10.34295,12,11,0,2
729,12:11:0:3,10.50505,12,11,0,3
730,12:11:0:0,6.373839,12,11,0,0
731,12:11:0:1,9.621993,12,11,0,1
732,12:11:0:8,16.26423,12,11,0,8
733,12:11:0:9,20.39062,12,11,0,9
734,3:6:0:12,368.0,3,6,0,12
735,3:6:0:13,378.0,3,6,0,13
736,3:6:0:10,342.0,3,6,0,10
737,3:6:0:11,355.0,3,6,0,11
738,3:6:0:16,380.0,3,6,0,16
739,3:6:0:14,381.0,3,6,0,14
740,3:6:0:15,377.0,3,6,0,15
741,18:5:0:14,89.202,18,5,0,14
742,18:5:0:15,80.81,18,5,0,15
743,18:5:0:12,47.407,18,5,0,12
744,18:5:0:13,80.388,18,5,0,13
745,18:5:0:10,28.684,18,5,0,10
746,18:5:0:11,23.782,18,5,0,11
747,5:14:0:6,1.306336,5,14,0,6
748,5:14:0:7,0.9300596,5,14,0,7
749,5:14:0:4,1.315347,5,14,0,4
750,5:14:0:5,1.685551,5,14,0,5
751,5:14:0:2,1.456199,5,14,0,2
752,5:14:0:3,1.446396,5,14,0,3
753,5:14:0:0,1.337537,5,14,0,0
754,5:14:0:1,1.253073,5,14,0,1
755,5:14:0:8,1.29846,5,14,0,8
756,5:14:0:9,1.480248,5,14,0,9
757,19:3:0:7,3916.0,19,3,0,7
758,19:3:0:6,3873.0,19,3,0,6
759,19:3:0:5,3851.0,19,3,0,5
760,19:3:0:4,3829.0,19,3,0,4
761,19:3:0:3,3803.0,19,3,0,3
762,19:3:0:2,3762.0,19,3,0,2
763,19:3:0:1,3706.7,19,3,0,1
764,19:3:0:0,3648.2,19,3,0,0
765,19:3:0:9,4062.0,19,3,0,9
766,19:3:0:8,3990.0,19,3,0,8
767,4:16:0:13,1.036581,4,16,0,13
768,4:16:0:12,0.5458745,4,16,0,12
769,4:16:0:11,0.3180937,4,16,0,11
770,4:16:0:10,0.2661821,4,16,0,10
771,4:16:0:17,0.1201714,4,16,0,17
772,4:16:0:16,-0.195631,4,16,0,16
773,4:16:0:15,0.2454846,4,16,0,15
774,4:16:0:14,0.5925391,4,16,0,14
775,4:16:0:19,0.1338063,4,16,0,19
776,4:16:0:18,0.01363556,4,16,0,18
777,20:16:0:19,1.122047,20,16,0,19
778,20:0:0:0,4358.979,20,0,0,0
779,20:0:0:1,4381.335,20,0,0,1
780,20:0:0:2,4405.157,20,0,0,2
781,20:0:0:3,4431.464,20,0,0,3
782,20:0:0:4,4462.0,20,0,0,4
783,20:0:0:5,4491.0,20,0,0,5
784,20:0:0:6,4514.0,20,0,0,6
785,20:0:0:7,4538.0,20,0,0,7
786,20:0:0:8,4564.0,20,0,0,8
787,20:0:0:9,4591.91,20,0,0,9
788,26:11:0:9,6.88154,26,11,0,9
789,26:11:0:8,6.846572,26,11,0,8
790,2:11:0:14,8.041964,2,11,0,14
791,2:11:0:15,10.18774,2,11,0,15
792,2:11:0:16,8.527714,2,11,0,16
793,2:11:0:17,6.002024,2,11,0,17
794,2:11:0:10,6.253688,2,11,0,10
795,2:11:0:11,6.935181,2,11,0,11
796,2:11:0:12,7.717561,2,11,0,12
797,2:11:0:13,8.04988,2,11,0,13
798,2:11:0:18,3.78706,2,11,0,18
799,21:15:0:8,-0.3664442,21,15,0,8
800,21:15:0:9,-0.2357101,21,15,0,9
801,21:15:0:0,-0.470287,21,15,0,0
802,21:15:0:1,-0.3395231,21,15,0,1
803,21:15:0:2,-0.3133814,21,15,0,2
804,21:15:0:3,-0.3395719,21,15,0,3
805,21:15:0:4,-0.3658218,21,15,0,4
806,21:15:0:5,-0.5227597,21,15,0,5
807,21:15:0:6,-0.4444677,21,15,0,6
808,21:15:0:7,-0.4708283,21,15,0,7
809,0:16:0:17,1.736795,0,16,0,17
810,0:16:0:16,1.397967,0,16,0,16
811,0:16:0:15,1.567398,0,16,0,15
812,0:16:0:14,2.084804,0,16,0,14
813,0:16:0:13,2.021317,0,16,0,13
814,0:16:0:12,1.843431,0,16,0,12
815,0:16:0:11,1.357982,0,16,0,11
816,0:16:0:10,1.224101,0,16,0,10
817,0:16:0:19,1.57831,0,16,0,19
818,0:16:0:18,1.751144,0,16,0,18
819,33:16:0:13,0.1596014,33,16,0,13
820,19:1:0:5,1964.0,19,1,0,5
821,19:1:0:4,1950.2,19,1,0,4
822,19:1:0:7,2012.0,19,1,0,7
823,19:1:0:6,1977.3,19,1,0,6
824,19:1:0:1,1890.7,19,1,0,1
825,19:1:0:0,1862.6,19,1,0,0
826,19:1:0:3,1937.2,19,1,0,3
827,19:1:0:2,1917.7,19,1,0,2
828,19:1:0:9,2083.8,19,1,0,9
829,19:1:0:8,2051.7,19,1,0,8
830,3:15:0:15,7.296907,3,15,0,15
831,3:15:0:14,7.823306,3,15,0,14
832,3:15:0:16,7.102417,3,15,0,16
833,3:15:0:11,6.880452,3,15,0,11
834,3:15:0:10,7.042035,3,15,0,10
835,3:15:0:13,8.032853,3,15,0,13
836,3:15:0:12,7.116031,3,15,0,12
837,19:13:0:15,6.547209,19,13,0,15
838,19:13:0:14,6.711254,19,13,0,14
839,19:13:0:17,6.821298,19,13,0,17
840,19:13:0:16,6.884525,19,13,0,16
841,19:13:0:11,6.78606,19,13,0,11
842,19:13:0:10,6.52568,19,13,0,10
843,19:13:0:13,6.826179,19,13,0,13
844,19:13:0:12,6.670767,19,13,0,12
845,19:13:0:19,6.844233,19,13,0,19
846,19:13:0:18,6.60548,19,13,0,18
847,10:9:0:8,16.0,10,9,0,8
848,10:9:0:9,18.0,10,9,0,9
849,9:7:0:1,100.74,9,7,0,1
850,9:7:0:0,100.158,9,7,0,0
851,9:7:0:7,103.915,9,7,0,7
852,9:7:0:6,102.559,9,7,0,6
853,9:7:0:5,105.219,9,7,0,5
854,9:7:0:4,103.304,9,7,0,4
855,10:9:0:0,18.0,10,9,0,0
856,10:9:0:1,18.0,10,9,0,1
857,10:9:0:2,18.0,10,9,0,2
858,9:7:0:8,106.0,9,7,0,8
859,10:9:0:4,17.0,10,9,0,4
860,10:9:0:5,17.0,10,9,0,5
861,10:9:0:6,10.0,10,9,0,6
862,10:9:0:7,4.0,10,9,0,7
863,6:15:0:14,2.622459,6,15,0,14
864,6:15:0:15,2.610479,6,15,0,15
865,6:15:0:16,2.969562,6,15,0,16
866,6:15:0:17,3.140007,6,15,0,17
867,1:0:0:8,8118.245,1,0,0,8
868,1:0:0:9,8169.441,1,0,0,9
869,4:15:0:18,-0.1233561,4,15,0,18
870,4:15:0:19,2.057984,4,15,0,19
871,4:15:0:16,1.609076,4,15,0,16
872,4:15:0:17,0.9792799,4,15,0,17
873,4:15:0:14,2.702729,4,15,0,14
874,1:0:0:7,8082.121,1,0,0,7
875,4:15:0:12,8.12306,4,15,0,12
876,4:15:0:13,6.88677,4,15,0,13
877,4:15:0:10,3.53943,4,15,0,10
878,4:15:0:11,3.408316,4,15,0,11
879,8:2:0:17,39304.0,8,2,0,17
880,8:2:0:16,39169.0,8,2,0,16
881,8:2:0:15,40059.0,8,2,0,15
882,8:2:0:14,40135.0,8,2,0,14
883,8:2:0:13,40231.0,8,2,0,13
884,6:15:0:12,2.458164,6,15,0,12
885,8:2:0:11,40306.0,8,2,0,11
886,8:2:0:10,40339.0,8,2,0,10
887,4:7:0:18,109.16,4,7,0,18
888,6:15:0:13,2.635046,6,15,0,13
889,11:6:0:12,4.567,11,6,0,12
890,8:2:0:19,39651.0,8,2,0,19
891,8:2:0:18,39454.0,8,2,0,18
892,25:13:0:2,10.51323,25,13,0,2
893,25:13:0:3,10.50729,25,13,0,3
894,25:13:0:0,10.64975,25,13,0,0
895,14:6:0:14,1083.0,14,6,0,14
896,25:13:0:6,10.56655,25,13,0,6
897,25:13:0:7,10.64426,25,13,0,7
898,25:13:0:4,10.61248,25,13,0,4
899,25:13:0:5,10.48242,25,13,0,5
900,11:6:0:14,5.038,11,6,0,14
901,25:13:0:8,10.3812,25,13,0,8
902,25:13:0:9,10.11842,25,13,0,9
903,11:6:0:15,4.916,11,6,0,15
904,12:16:0:1,0.6886402,12,16,0,1
905,12:16:0:0,0.4294598,12,16,0,0
906,12:16:0:3,1.058865,12,16,0,3
907,33:0:0:5,1990.272,33,0,0,5
908,12:16:0:5,1.280201,12,16,0,5
909,11:6:0:16,4.492,11,6,0,16
910,12:16:0:7,1.819505,12,16,0,7
911,12:16:0:6,1.522628,12,16,0,6
912,28:8:0:7,61.0,28,8,0,7
913,6:15:0:18,3.309432,6,15,0,18
914,11:6:0:17,4.533,11,6,0,17
915,6:15:0:19,2.929598,6,15,0,19
916,0:13:0:14,6.552536,0,13,0,14
917,0:13:0:15,6.494391,0,13,0,15
918,0:13:0:16,6.578359,0,13,0,16
919,0:13:0:17,6.557954,0,13,0,17
920,0:13:0:10,6.491898,0,13,0,10
921,0:13:0:11,6.546165,0,13,0,11
922,0:13:0:12,6.723658,0,13,0,12
923,0:13:0:13,6.683611,0,13,0,13
924,0:13:0:18,6.359231,0,13,0,18
925,33:0:0:6,1992.035,33,0,0,6
926,9:1:0:5,5511.451,9,1,0,5
927,9:1:0:4,5492.706,9,1,0,4
928,9:1:0:7,5568.0,9,1,0,7
929,9:1:0:6,5546.0,9,1,0,6
930,9:1:0:1,5405.849,9,1,0,1
931,9:1:0:0,5370.329,9,1,0,0
932,9:1:0:3,5468.068,9,1,0,3
933,9:1:0:2,5438.744,9,1,0,2
934,9:1:0:9,5610.0,9,1,0,9
935,9:1:0:8,5587.0,9,1,0,8
936,31:0:0:5,1396.985,31,0,0,5
937,12:3:0:12,4340.0,12,3,0,12
938,12:3:0:13,4458.0,12,3,0,13
939,12:3:0:10,4112.0,12,3,0,10
940,12:3:0:11,4208.0,12,3,0,11
941,12:3:0:16,4571.0,12,3,0,16
942,12:3:0:17,4583.0,12,3,0,17
943,12:3:0:14,4521.0,12,3,0,14
944,12:3:0:15,4549.0,12,3,0,15
945,13:14:0:15,-0.430923,13,14,0,15
946,6:0:0:19,5472.0,6,0,0,19
947,12:3:0:19,4606.0,12,3,0,19
948,37:0:0:10,1127144.0,37,0,0,10
949,18:14:0:10,3.156153,18,14,0,10
950,22:6:0:8,113.0,22,6,0,8
951,22:6:0:9,109.0,22,6,0,9
952,22:6:0:4,116.0,22,6,0,4
953,22:6:0:5,120.0,22,6,0,5
954,22:6:0:6,113.0,22,6,0,6
955,22:6:0:7,114.0,22,6,0,7
956,22:6:0:0,107.0,22,6,0,0
957,22:6:0:1,110.0,22,6,0,1
958,22:6:0:2,113.0,22,6,0,2
959,22:6:0:3,113.0,22,6,0,3
960,14:16:0:3,0.2539749,14,16,0,3
961,19:1:0:19,2300.2,19,1,0,19
962,19:1:0:18,2269.9,19,1,0,18
963,14:16:0:2,0.2399415,14,16,0,2
964,19:1:0:15,2222.9,19,1,0,15
965,19:1:0:14,2197.9,19,1,0,14
966,19:1:0:17,2253.1,19,1,0,17
967,19:1:0:16,2240.4,19,1,0,16
968,19:1:0:11,2136.2,19,1,0,11
969,19:1:0:10,2108.7,19,1,0,10
970,19:1:0:13,2176.3,19,1,0,13
971,19:1:0:12,2157.3,19,1,0,12
972,17:3:0:9,105276.3,17,3,0,9
973,17:3:0:8,104011.7,17,3,0,8
974,14:16:0:0,0.4286834,14,16,0,0
975,17:3:0:1,95087.92,17,3,0,1
976,13:2:0:5,27796.0,13,2,0,5
977,17:3:0:3,97751.14,17,3,0,3
978,17:3:0:2,96442.81,17,3,0,2
979,17:3:0:5,100246.5,17,3,0,5
980,17:3:0:4,99017.2,17,3,0,4
981,17:3:0:7,102731.0,17,3,0,7
982,17:3:0:6,101475.5,17,3,0,6
983,14:16:0:5,0.1894448,14,16,0,5
984,25:3:0:3,8848.0,25,3,0,3
985,14:16:0:4,0.1577798,14,16,0,4
986,13:1:0:7,29524.0,13,1,0,7
987,13:1:0:6,29465.0,13,1,0,6
988,13:1:0:5,29393.0,13,1,0,5
989,13:1:0:4,29338.78,13,1,0,4
990,13:1:0:3,29316.15,13,1,0,3
991,13:1:0:2,29274.49,13,1,0,2
992,13:1:0:1,29225.62,13,1,0,1
993,13:1:0:0,29179.7,13,1,0,0
994,24:14:0:8,1.376612,24,14,0,8
995,24:14:0:9,1.94791,24,14,0,9
996,17:0:0:8,101999.6,17,0,0,8
997,13:1:0:9,29506.43,13,1,0,9
998,13:1:0:8,29525.0,13,1,0,8
999,29:7:0:10,2448.049,29,7,0,10
1000,29:7:0:11,2426.276,29,7,0,11
1001,29:7:0:12,2423.712,29,7,0,12
1002,1:9:0:12,25.47,1,9,0,12
1003,29:7:0:14,2426.0,29,7,0,14
1004,25:3:0:0,8816.0,25,3,0,0
1005,29:7:0:16,2450.123,29,7,0,16
1006,29:7:0:17,2513.0,29,7,0,17
1007,29:7:0:18,2541.0,29,7,0,18
1008,13:5:0:13,347.711,13,5,0,13
1009,13:5:0:12,429.131,13,5,0,12
1010,22:4:0:18,10427.0,22,4,0,18
1011,13:5:0:11,159.53,13,5,0,11
1012,22:4:0:14,10573.0,22,4,0,14
1013,22:4:0:15,10573.0,22,4,0,15
1014,22:4:0:16,10542.0,22,4,0,16
1015,1:9:0:16,30.705,1,9,0,16
1016,22:4:0:10,10512.0,22,4,0,10
1017,22:4:0:11,10533.0,22,4,0,11
1018,22:4:0:12,10553.0,22,4,0,12
1019,22:4:0:13,10563.0,22,4,0,13
1020,1:9:0:19,72.324,1,9,0,19
1021,25:3:0:1,8837.0,25,3,0,1
1022,1:9:0:18,54.728,1,9,0,18
1023,22:7:0:3,106.0,22,7,0,3
1024,25:3:0:6,8883.0,25,3,0,6
1025,13:5:0:18,1097.443,13,5,0,18
1026,13:2:0:1,27600.83,13,2,0,1
1027,25:3:0:7,8909.0,25,3,0,7
1028,13:3:0:5,56923.52,13,3,0,5
1029,13:3:0:4,56909.11,13,3,0,4
1030,13:3:0:7,56987.51,13,3,0,7
1031,13:3:0:6,56960.69,13,3,0,6
1032,13:3:0:1,56844.2,13,3,0,1
1033,13:3:0:0,56844.41,13,3,0,0
1034,13:3:0:3,56904.38,13,3,0,3
1035,13:3:0:2,56876.36,13,3,0,2
1036,13:3:0:9,57495.9,13,3,0,9
1037,13:3:0:8,57130.51,13,3,0,8
1038,20:8:0:8,13.0,20,8,0,8
1039,11:4:0:18,325.671,11,4,0,18
1040,11:4:0:19,329.1,11,4,0,19
1041,20:8:0:9,15.0,20,8,0,9
1042,11:4:0:12,315.159,11,4,0,12
1043,11:4:0:13,319.368,11,4,0,13
1044,11:4:0:10,299.891,11,4,0,10
1045,11:4:0:11,307.672,11,4,0,11
1046,11:4:0:16,319.575,11,4,0,16
1047,11:4:0:17,321.857,11,4,0,17
1048,11:4:0:14,317.63,11,4,0,14
1049,11:4:0:15,318.452,11,4,0,15
1050,17:7:0:15,640.522,17,7,0,15
1051,17:7:0:14,623.1574,17,7,0,14
1052,17:7:0:17,664.424,17,7,0,17
1053,17:7:0:16,651.896,17,7,0,16
1054,17:7:0:11,571.706,17,7,0,11
1055,17:7:0:10,560.783,17,7,0,10
1056,17:7:0:13,603.492,17,7,0,13
1057,17:7:0:12,583.414,17,7,0,12
1058,17:7:0:19,682.3,17,7,0,19
1059,17:7:0:18,672.978,17,7,0,18
1060,5:14:0:14,1.439397,5,14,0,14
1061,5:14:0:15,1.630827,5,14,0,15
1062,5:14:0:16,1.164513,5,14,0,16
1063,5:14:0:10,1.662905,5,14,0,10
1064,5:14:0:11,1.713727,5,14,0,11
1065,5:14:0:12,1.552777,5,14,0,12
1066,5:14:0:13,1.902316,5,14,0,13
1067,1:15:0:3,1.059449,1,15,0,3
1068,1:15:0:2,0.1928956,1,15,0,2
1069,1:15:0:1,0.4874974,1,15,0,1
1070,1:15:0:0,0.2616919,1,15,0,0
1071,1:15:0:7,4.119547,1,15,0,7
1072,1:15:0:6,4.098831,1,15,0,6
1073,1:15:0:5,2.155883,1,15,0,5
1074,1:15:0:4,2.475751,1,15,0,4
1075,1:15:0:9,6.219556,1,15,0,9
1076,1:15:0:8,4.909607,1,15,0,8
1077,20:8:0:2,15.206,20,8,0,2
1078,34:2:0:16,22731.3,34,2,0,16
1079,20:8:0:3,14.24,20,8,0,3
1080,34:2:0:11,21426.95,34,2,0,11
1081,12:0:0:17,4585.4,12,0,0,17
1082,25:3:0:8,8941.0,25,3,0,8
1083,12:0:0:16,4574.9,12,0,0,16
1084,25:1:0:7,4507.182,25,1,0,7
1085,12:0:0:15,4554.8,12,0,0,15
1086,12:0:0:14,4533.4,12,0,0,14
1087,12:0:0:13,4485.1,12,0,0,13
1088,30:4:0:10,16249.0,30,4,0,10
1089,6:3:0:13,5300.0,6,3,0,13
1090,25:3:0:9,8976.0,25,3,0,9
1091,6:3:0:10,5237.0,6,3,0,10
1092,6:3:0:11,5256.0,6,3,0,11
1093,18:15:0:15,1.990985,18,15,0,15
1094,20:14:0:6,2.880567,20,14,0,6
1095,20:14:0:7,2.423975,20,14,0,7
1096,20:14:0:4,3.149613,20,14,0,4
1097,20:14:0:5,3.340385,20,14,0,5
1098,20:14:0:2,3.452378,20,14,0,2
1099,12:0:0:19,4609.9,12,0,0,19
1100,20:14:0:0,3.441156,20,14,0,0
1101,20:14:0:1,3.895686,20,14,0,1
1102,12:0:0:18,4593.1,12,0,0,18
1103,20:14:0:8,2.848067,20,14,0,8
1104,20:14:0:9,3.266906,20,14,0,9
1105,5:13:0:2,11.34231,5,13,0,2
1106,18:16:0:2,0.516091,18,16,0,2
1107,0:1:0:12,10474.0,0,1,0,12
1108,0:1:0:13,10677.0,0,1,0,13
1109,0:1:0:10,10157.0,0,1,0,10
1110,0:1:0:11,10292.0,0,1,0,11
1111,0:1:0:16,11222.0,0,1,0,16
1112,0:1:0:17,11415.0,0,1,0,17
1113,0:1:0:14,10891.0,0,1,0,14
1114,0:1:0:15,11064.0,0,1,0,15
1115,0:1:0:18,11614.0,0,1,0,18
1116,0:1:0:19,11798.0,0,1,0,19
1117,9:1:0:11,5653.0,9,1,0,11
1118,9:1:0:10,5631.0,9,1,0,10
1119,9:1:0:13,5687.0,9,1,0,13
1120,9:1:0:12,5672.0,9,1,0,12
1121,9:1:0:15,5682.0,9,1,0,15
1122,9:1:0:14,5694.0,9,1,0,14
1123,9:1:0:17,5660.0,9,1,0,17
1124,9:1:0:16,5672.0,9,1,0,16
1125,6:2:0:19,2692.0,6,2,0,19
1126,26:10:0:4,8.853,26,10,0,4
1127,26:10:0:5,3.457,26,10,0,5
1128,26:10:0:6,5.105,26,10,0,6
1129,6:2:0:18,2674.0,6,2,0,18
1130,26:10:0:7,-1.325,26,10,0,7
1131,26:10:0:0,10.061,26,10,0,0
1132,26:10:0:1,5.0,26,10,0,1
1133,26:10:0:2,4.208,26,10,0,2
1134,13:8:0:8,-42.405,13,8,0,8
1135,13:8:0:9,15.941,13,8,0,9
1136,13:8:0:6,-12.972,13,8,0,6
1137,13:8:0:7,-19.195,13,8,0,7
1138,13:8:0:4,-34.114,13,8,0,4
1139,13:8:0:5,-17.202,13,8,0,5
1140,13:8:0:2,-24.631,13,8,0,2
1141,13:8:0:3,-44.068,13,8,0,3
1142,13:8:0:0,-29.139,13,8,0,0
1143,13:8:0:1,-21.016,13,8,0,1
1144,31:5:0:17,-5.043,31,5,0,17
1145,31:5:0:16,-4.443,31,5,0,16
1146,31:5:0:13,-2.7,31,5,0,13
1147,31:5:0:12,-4.48,31,5,0,12
1148,25:2:0:3,4373.766,25,2,0,3
1149,25:2:0:2,4370.815,25,2,0,2
1150,25:2:0:1,4367.894,25,2,0,1
1151,25:2:0:0,4361.162,25,2,0,0
1152,25:2:0:7,4417.776,25,2,0,7
1153,25:2:0:6,4400.599,25,2,0,6
1154,25:2:0:5,4386.435,25,2,0,5
1155,25:2:0:4,4377.868,25,2,0,4
1156,25:2:0:9,4456.483,25,2,0,9
1157,25:2:0:8,4436.881,25,2,0,8
1158,20:10:0:14,-1.0,20,10,0,14
1159,20:10:0:15,0.0,20,10,0,15
1160,20:10:0:16,0.0,20,10,0,16
1161,20:10:0:17,0.0,20,10,0,17
1162,20:10:0:10,0.0,20,10,0,10
1163,20:10:0:11,-1.0,20,10,0,11
1164,20:10:0:12,0.0,20,10,0,12
1165,20:10:0:13,1.0,20,10,0,13
1166,20:10:0:18,0.0,20,10,0,18
1167,20:10:0:19,0.0,20,10,0,19
1168,16:1:0:14,248.7,16,1,0,14
1169,16:1:0:15,252.7,16,1,0,15
1170,16:1:0:16,257.2,16,1,0,16
1171,16:1:0:17,263.0,16,1,0,17
1172,16:1:0:10,233.1,16,1,0,10
1173,16:1:0:11,237.0,16,1,0,11
1174,16:1:0:12,240.4,16,1,0,12
1175,16:1:0:13,244.2,16,1,0,13
1176,16:1:0:18,268.6,16,1,0,18
1177,16:1:0:19,274.6,16,1,0,19
1178,19:9:0:4,-9.0,19,9,0,4
1179,6:8:0:7,6.0,6,8,0,7
1180,19:9:0:2,7.6,19,9,0,2
1181,21:0:0:19,38484.0,21,0,0,19
1182,21:0:0:18,38502.0,21,0,0,18
1183,21:0:0:15,38517.0,21,0,0,15
1184,21:0:0:14,38153.0,21,0,0,14
1185,21:0:0:17,38534.0,21,0,0,17
1186,21:0:0:16,38526.0,21,0,0,16
1187,21:0:0:11,38132.0,21,0,0,11
1188,21:0:0:10,38161.0,21,0,0,10
1189,21:0:0:13,38116.0,21,0,0,13
1190,21:0:0:12,38116.0,21,0,0,12
1191,20:16:0:2,0.5436926,20,16,0,2
1192,20:16:0:3,0.5971978,20,16,0,3
1193,40:0:0:2,1257022.0,40,0,0,2
1194,30:0:0:14,16876.77,30,0,0,14
1195,40:0:0:3,1265223.0,40,0,0,3
1196,20:16:0:8,0.5729396,20,16,0,8
1197,40:0:0:0,1237531.0,40,0,0,0
1198,20:16:0:9,0.611525,20,16,0,9
1199,20:3:0:17,4986.0,20,3,0,17
1200,20:3:0:16,4920.0,20,3,0,16
1201,20:3:0:15,4858.0,20,3,0,15
1202,20:3:0:14,4799.0,20,3,0,14
1203,20:3:0:13,4737.0,20,3,0,13
1204,20:3:0:12,4681.0,20,3,0,12
1205,20:3:0:11,4640.0,20,3,0,11
1206,20:3:0:10,4606.0,20,3,0,10
1207,35:1:0:7,89694.59,35,1,0,7
1208,20:3:0:19,5109.0,20,3,0,19
