"","","","","","","January","January","February","February","March","March","April","April","May","May","June","June","July","July","August","August","September","September","October","October","November","November","December","December","Total","Total","","","","","",""
"Iceland","1","0405101000","BUTTER, QT","2017-2017","MT","0","0.0","34,560","6.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","34,560","6.0","0","0.0","0","0.0","0","0.0","0","0.0","69,120","12.0","","","US","IC","0405101000",""
"Iceland","1","0405101000","BUTTER, QT","2018-2018","MT","0","0.0","34,560","6.0","0","0.0","0","0.0","0","0.0","0","0.0","34,560","6.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","69,120","12.0","","","US","IC","0405101000",""
"Israel(*)","1","0405102000","BUTTER, OQT","2015-2015","MT","50,386","8.2","0","0.0","77,672","13.2","0","0.0","0","0.0","51,812","8.5","0","0.0","0","0.0","128,957","24.9","0","0.0","0","0.0","78,376","12.8","387,203","67.5","","","US","IS","0405102000",""
"Israel(*)","1","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","83,865","20.0","8,771","2.7","0","0.0","77,718","12.7","23,924","7.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","194,278","42.7","","","US","IS","0405102000",""
"Israel(*)","2","0405208000","DAI SPD OTH NQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","35,496","10.4","0","0.0","0","0.0","0","0.0","0","0.0","35,496","10.4","","","US","IS","0405208000",""
"Israel(*)","2","0405208000","DAI SPD OTH NQ","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","106,019","17.3","59,395","11.9","0","0.0","0","0.0","52,380","11.8","0","0.0","0","0.0","217,794","41.0","","","US","IS","0405208000",""
"Israel(*)","2","0405208000","DAI SPD OTH NQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","65,705","11.7","0","0.0","90,815","14.7","0","0.0","59,033","9.5","0","0.0","11,232","7.8","0","0.0","0","0.0","226,785","43.7","","","US","IS","0405208000",""
"Japan","1","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","2,601","0.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,601","0.1","","","US","JA","0405102000",""
"Japan","1","0405102000","BUTTER, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,314","2.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","10,314","2.1","","","US","JA","0405102000",""
"Jordan","1","0405901020","AMF, QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","2,610","1.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,610","1.7","","","US","JO","0405901020",""
"Jordan","2","0405902040","OMLK-FAT,OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15,900","2.0","0","0.0","0","0.0","15,900","2.0","","","US","JO","0405902040",""
"Kenya","1","0405902040","OMLK-FAT,OQT","2015-2015","MT","0","0.0","0","0.0","3,339","5.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,339","5.2","","","US","KE","0405902040",""
"Korea, South","1","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,205","0.8","0","0.0","0","0.0","0","0.0","0","0.0","5,205","0.8","","","US","KS","0405102000",""
"Lebanon","1","0405902020","AMF, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,090","0.2","0","0.0","0","0.0","0","0.0","0","0.0","2,090","0.2","","","US","LE","0405902020",""
"Malaysia","1","0405901040","OMLK-FAT, QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","108,541","163.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","108,541","163.2","","","US","MY","0405901040",""
"Malaysia","1","0405901040","OMLK-FAT, QT","2016-2016","MT","0","0.0","0","0.0","100,744","151.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","97,200","146.1","0","0.0","0","0.0","197,944","297.6","","","US","MY","0405901040",""
"Malaysia","1","0405901040","OMLK-FAT, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","145,805","219.2","0","0.0","0","0.0","145,805","219.2","","","US","MY","0405901040",""
"Mozambique","1","0405901020","AMF, QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","","","US","MZ","0405901020",""
"Netherlands","1","0405100500","BUTTER, NQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,833","1.1","0","0.0","7,833","1.1","","","US","NL","0405100500",""
"Netherlands","2","0405101000","BUTTER, QT","2015-2015","MT","4,869","1.0","12,331","1.2","0","0.0","0","0.0","0","0.0","11,965","1.2","0","0.0","0","0.0","0","0.0","0","0.0","18,402","1.8","0","0.0","47,567","5.2","","","US","NL","0405101000",""
"Netherlands","2","0405101000","BUTTER, QT","2016-2016","MT","0","0.0","16,069","1.9","0","0.0","12,057","1.2","0","0.0","33,583","3.5","103,050","38.0","17,951","1.8","0","0.0","0","0.0","0","0.0","10,042","1.1","192,752","47.5","","","US","NL","0405101000",""
"Netherlands","2","0405101000","BUTTER, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","21,891","2.3","0","0.0","0","0.0","12,439","1.2","0","0.0","0","0.0","14,390","1.3","30,536","2.8","44,352","6.8","123,608","14.5","45","145","US","NL","0405101000",""
"Netherlands","2","0405101000","BUTTER, QT","2018-2018","MT","0","0.0","0","0.0","13,598","1.2","0","0.0","123,412","15.9","25,661","2.4","0","0.0","0","0.0","25,577","2.4","0","0.0","132,640","15.3","0","0.0","320,888","37.2","","","US","NL","0405101000",""
"Netherlands","3","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","6,000","0.7","0","0.0","6,000","0.7","0","0.0","69,257","18.0","0","0.0","98,044","20.4","196,088","42.9","375,389","82.6","100","110","US","NL","0405102000",""
"Netherlands","3","0405102000","BUTTER, OQT","2016-2016","MT","98,044","20.4","196,088","40.8","98,044","20.4","0","0.0","0","0.0","83,970","21.2","0","0.0","0","0.0","119,112","20.4","0","0.0","0","0.0","0","0.0","595,258","123.2","","","US","NL","0405102000",""
"Netherlands","3","0405102000","BUTTER, OQT","2017-2017","MT","279,915","54.9","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","394,136","73.2","0","0.0","674,051","128.1","","","US","NL","0405102000",""
"Netherlands","3","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","110,018","16.5","0","0.0","110,018","16.5","","","US","NL","0405102000",""
"Netherlands","4","0405203000","BUT LITE>45% OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","114,137","17.2","0","0.0","114,137","17.2","","","US","NL","0405203000",""
"Netherlands","5","0405208000","DAI SPD OTH NQ","2015-2015","MT","46,570","7.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","46,570","7.1","","","US","NL","0405208000",""
"Netherlands","5","0405208000","DAI SPD OTH NQ","2016-2016","MT","0","0.0","0","0.0","46,570","7.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","46,570","7.1","","","US","NL","0405208000",""
"Netherlands","6","0405900520","AMF, NQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","7,044","0.9","0","0.0","7,044","0.9","","","US","NL","0405900520",""
"Netherlands","7","0405901020","AMF, QT","2015-2015","MT","0","0.0","49,109","10.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","49,109","10.3","","","US","NL","0405901020",""
"Netherlands","7","0405901020","AMF, QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","143,275","27.7","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","143,275","27.7","","","US","NL","0405901020",""
"Netherlands","7","0405901020","AMF, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","179,980","25.8","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","179,980","25.8","","","US","NL","0405901020",""
"Netherlands","7","0405901020","AMF, QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","188,269","64.0","0","0.0","0","0.0","0","0.0","0","0.0","214,510","73.0","0","0.0","0","0.0","402,779","137.0","","","US","NL","0405901020",""
"Netherlands","8","0405902020","AMF, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,878","0.0","0","0.0","0","0.0","2,878","0.0","","","US","NL","0405902020",""
"Netherlands","8","0405902020","AMF, OQT","2018-2018","MT","0","0.0","0","0.0","23,639","7.9","0","0.0","0","0.0","19,272","6.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","42,911","14.3","","","US","NL","0405902020",""
"Nicaragua","1","0405204000","BUT SUB<45% NQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","11,880","9.9","0","0.0","0","0.0","11,880","9.9","","","US","NU","0405204000",""
"Pakistan","1","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","8,475","1.2","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,475","1.2","","","US","PK","0405102000",""
"Pakistan","2","0405902020","AMF, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","8,400","1.1","0","0.0","0","0.0","0","0.0","8,400","1.1","","","US","PK","0405902020",""
"Pakistan","3","0405902040","OMLK-FAT,OQT","2016-2016","MT","0","0.0","0","0.0","3,561","0.5","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,561","0.5","","","US","PK","0405902040",""
"Pakistan","3","0405902040","OMLK-FAT,OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,040","0.2","4,400","0.5","0","0.0","0","0.0","0","0.0","6,440","0.8","","","US","PK","0405902040",""
"Serbia","1","0405208000","DAI SPD OTH NQ","2015-2015","MT","0","0.0","0","0.0","0","0.0","13,776","4.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,341","1.9","0","0.0","20,117","5.9","","","US","R1","0405208000",""
"Serbia","1","0405208000","DAI SPD OTH NQ","2016-2016","MT","0","0.0","3,832","1.1","0","0.0","0","0.0","6,090","1.7","0","0.0","0","0.0","0","0.0","5,051","1.4","0","0.0","0","0.0","3,338","1.0","18,311","5.3","","","US","R1","0405208000",""
"Serbia","1","0405208000","DAI SPD OTH NQ","2017-2017","MT","4,130","1.3","0","0.0","0","0.0","6,070","1.9","0","0.0","7,664","2.3","0","0.0","0","0.0","0","0.0","0","0.0","6,333","1.7","0","0.0","24,197","7.2","","","US","R1","0405208000",""
"Serbia","1","0405208000","DAI SPD OTH NQ","2018-2018","MT","15,408","4.2","0","0.0","0","0.0","0","0.0","0","0.0","10,149","2.8","0","0.0","0","0.0","0","0.0","14,057","4.2","0","0.0","0","0.0","39,614","11.2","","","US","R1","0405208000",""
"Russia","1","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,800","1.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,800","1.1","","","US","RS","0405102000",""
"Russia","1","0405102000","BUTTER, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","5,751","1.5","5,751","1.5","","","US","RS","0405102000",""
"Russia","1","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","0","0.0","11,060","1.4","9,949","1.1","6,305","0.9","0","0.0","0","0.0","3,602","0.4","3,844","0.4","5,662","0.6","4,848","0.6","0","0.0","45,270","5.5","","","US","RS","0405102000",""
"Somalia","1","0405208000","DAI SPD OTH NQ","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,080","2.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,080","2.0","","","US","SO","0405208000",""
"Somalia","1","0405208000","DAI SPD OTH NQ","2017-2017","MT","0","0.0","10,602","4.1","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","15,562","6.0","0","0.0","26,164","10.1","","","US","SO","0405208000",""
"Somalia","1","0405208000","DAI SPD OTH NQ","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,512","6.4","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","16,512","6.4","","","US","SO","0405208000",""
"Spain","1","0405101000","BUTTER, QT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","2,852","0.2","0","0.0","0","0.0","0","0.0","2,852","0.2","","","US","SP","0405101000",""
"Spain","1","0405101000","BUTTER, QT","2017-2017","MT","3,292","0.3","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","3,292","0.3","","","US","SP","0405101000",""
"Spain","2","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","6,713","0.7","6,713","0.7","","","US","SP","0405102000",""
"Ukraine","1","0405102000","BUTTER, OQT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","4,079","1.5","2,879","1.0","6,958","2.5","-29","-32","US","UP","0405102000",""
"Ukraine","1","0405102000","BUTTER, OQT","2016-2016","MT","0","0.0","0","0.0","0","0.0","0","0.0","8,787","3.1","0","0.0","0","0.0","0","0.0","2,527","0.9","0","0.0","0","0.0","0","0.0","11,314","4.0","","","US","UP","0405102000",""
"Ukraine","1","0405102000","BUTTER, OQT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","9,120","2.0","8,424","1.4","0","0.0","17,544","3.4","","","US","UP","0405102000",""
"Ukraine","1","0405102000","BUTTER, OQT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","2,731","0.5","21,975","4.9","0","0.0","0","0.0","29,050","6.5","17,250","3.8","0","0.0","0","0.0","71,006","15.7","","","US","UP","0405102000",""
"Uruguay","1","0405101000","BUTTER, QT","2015-2015","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","176,700","57.0","59,850","19.0","0","0.0","119,719","43.5","159,030","57.0","0","0.0","515,299","176.5","","","US","UY","0405101000",""
"Uruguay","1","0405101000","BUTTER, QT","2016-2016","MT","0","0.0","0","0.0","161,250","50.0","0","0.0","0","0.0","138,460","46.0","0","0.0","0","0.0","0","0.0","0","0.0","90,500","25.0","90,500","25.0","480,710","146.0","","0","US","UY","0405101000",""
"Uruguay","1","0405101000","BUTTER, QT","2017-2017","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","312,700","54.0","0","0.0","0","0.0","312,700","54.0","","","US","UY","0405101000",""
"Uruguay","1","0405101000","BUTTER, QT","2018-2018","MT","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","114,425","23.0","267,900","57.0","0","0.0","0","0.0","382,325","80.0","","","US","UY","0405101000",""
"Uruguay","2","0405102000","BUTTER, OQT","2016-2016","MT","60,000","25.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","0","0.0","60,000","25.0","","","US","UY","0405102000",""
